node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,leaf
nort2923,nort2924,tern1246,,,,,,,,,,,,,,,,,,,,,tern1247
aust1307,mala1545,east2712,ocea1241,west2818,papu1253,nucl1744,nort2848,aret1241,arei1235,,,,,,,,,,,,,,arif1239
aust1305,asli1243,sout2686,seme1246,,,,,,,,,,,,,,,,,,,,sema1265
,,,,,,,,,,,,,,,,,,,,,,,kusu1250
sout2845,ahkk1235,hame1241,,,,,,,,,,,,,,,,,,,,,hame1242
garr1260,,,,,,,,,,,,,,,,,,,,,,,gara1269
katu1274,kana1291,,,,,,,,,,,,,,,,,,,,,,cuti1242
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,mada1284,,,,,,,,,,,,,,,,baro1253
kres1240,kres1241,,,,,,,,,,,,,,,,,,,,,,gbay1288
tuca1253,west2784,napo1243,sion1248,sion1249,,,,,,,,,,,,,,,,,,,sion1247
utoa1244,sout3136,cora1261,azte1234,west2809,west2814,west2825,dura1246,,,,,,,,,,,,,,,,east2695
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,luba1253,luba1254,kaon1242,,,,,,,,,,,,,,sang1331
nucl1709,fini1244,fini1245,yupn1242,,,,,,,,,,,,,,,,,,,,nank1250
aust1305,bahn1264,west2399,nucl1299,,,,,,,,,,,,,,,,,,,,lave1249
aust1307,,,,,,,,,,,,,,,,,,,,,,,bunu1267
mand1469,east2697,sout3140,guro1245,,,,,,,,,,,,,,,,,,,,mann1248
afro1255,chad1250,west2785,west2714,west2799,west2717,,,,,,,,,,,,,,,,,,ngas1240
aust1307,mala1545,grea1284,cent2246,,,,,,,,,,,,,,,,,,,,mama1275
araw1281,japu1236,nucl1764,nort3362,piap1247,,,,,,,,,,,,,,,,,,,piap1246
pama1250,grea1282,guwa1245,mari1445,nort2757,waru1263,,,,,,,,,,,,,,,,,,waru1264
nucl1708,komb1276,arap1279,mufi1239,buki1250,,,,,,,,,,,,,,,,,,,abua1245
sino1245,burm1265,tuji1244,,,,,,,,,,,,,,,,,,,,,nort2732
turk1311,comm1245,oghu1243,nucl1769,west2406,,,,,,,,,,,,,,,,,,,gaga1249
atla1278,nort3146,wolo1248,wolo1247,,,,,,,,,,,,,,,,,,,,nucl1347
grea1241,sout2683,,,,,,,,,,,,,,,,,,,,,,akab1249
pama1250,karn1253,badj1246,east2872,,,,,,,,,,,,,,,,,,,,ngur1261
aust1307,mala1545,mala1536,nort3170,mala1538,nucl1806,sing1270,,,,,,,,,,,,,,,,,mala1479
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,mbam1254,mbam1252,nucl1802,bati1255,mbur1240,nucl1746,mmal1234,elip1240,,,,,,,,,,elip1238
sino1245,burm1265,lolo1265,lolo1267,hani1249,biso1244,sila1251,,,,,,,,,,,,,,,,,cosa1234
aust1307,mala1545,grea1284,pala1354,nort3185,bata1317,,,,,,,,,,,,,,,,,,cent2090
aust1307,mala1545,grea1284,cent2246,biko1240,inla1266,,,,,,,,,,,,,,,,,,alba1269
chuk1271,chuk1272,kory1247,jkor1234,,,,,,,,,,,,,,,,,,,,kere1280
afro1255,chad1250,west2785,west2714,west2799,west2715,bole1261,nucl1735,gala1265,kirf1234,giiw1237,,,,,,,,,,,,,giiw1236
kadu1256,cent2229,east2424,,,,,,,,,,,,,,,,,,,,,kron1241
nakh1245,dagh1238,,,,,,,,,,,,,,,,,,,,,,lakk1252
atla1278,volt1241,benu1247,juku1257,cent2241,juku1258,juku1259,koro1322,kona1244,,,,,,,,,,,,,,,jiba1237
nucl1708,komb1276,arap1279,mufi1239,buki1250,,,,,,,,,,,,,,,,,,,buki1249
hmon1336,mien1242,,,,,,,,,,,,,,,,,,,,,,dzao1238
aust1307,mala1545,grea1284,mano1276,cent2255,east2778,east2742,cent2088,,,,,,,,,,,,,,,,mati1250
ural1272,finn1317,coas1319,neva1234,nort3282,nucl1717,,,,,,,,,,,,,,,,,,finn1318
huar1251,,,,,,,,,,,,,,,,,,,,,,,mill1237
atla1278,volt1241,benu1247,bant1294,sout3152,bebo1243,east2730,nsar1239,noon1245,,,,,,,,,,,,,,,noon1243
otom1299,east2557,popo1292,zapo1436,zapo1437,nucl1765,core1259,nort2987,cajo1239,,,,,,,,,,,,,,,zoog1238
araw1281,alto1249,pare1275,,,,,,,,,,,,,,,,,,,,,guar1293
sino1245,raji1239,raut1240,,,,,,,,,,,,,,,,,,,,,raut1239
nyim1244,,,,,,,,,,,,,,,,,,,,,,,amas1236
ural1272,saam1281,west2390,cent2240,lule1256,,,,,,,,,,,,,,,,,,,lule1254
aust1305,bahn1264,west2399,nucl1299,love1237,,,,,,,,,,,,,,,,,,,lave1248
drav1251,sout3133,sout3138,tami1291,tami1292,tami1293,,,,,,,,,,,,,,,,,,toda1252
aust1307,mala1545,east2712,ocea1241,nort3195,cent2269,mala1539,east2753,cent2315,sout3239,port1295,,,,,,,,,,,,,axam1237
indo1319,clas1257,germ1287,nort3152,west2793,macr1270,midd1347,mode1257,glob1241,,,,,,,,,,,,,,,dutc1256
pama1250,karn1253,cent2016,west2438,pirl1239,dier1240,,,,,,,,,,,,,,,,,,dier1241
west2434,waga1259,amem1235,,,,,,,,,,,,,,,,,,,,,amii1238
baib1250,,,,,,,,,,,,,,,,,,,,,,,fass1245
tupi1275,tupa1251,nucl1716,akun1243,,,,,,,,,,,,,,,,,,,,saki1248
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,sout3185,bena1273,,,,,,,,,,,,,,bena1262
bord1247,wari1265,nucl1773,,,,,,,,,,,,,,,,,,,,,imon1245
aust1307,mala1545,grea1284,cent2246,biko1240,coas1315,,,,,,,,,,,,,,,,,,sout2912
utoa1244,nort2953,numi1242,cent2130,,,,,,,,,,,,,,,,,,,,shos1248
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,nort3376,rive1266,ngir1248,ngir1250,ngom1276,abab1240,oldb1234,ngbe1239,ngen1255,,,,,,,,homa1239
aust1307,mala1545,grea1284,cent2246,biko1240,coas1315,,,,,,,,,,,,,,,,,,cent2087
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,sout3185,kisi1244,,,,,,,,,,,,,,pang1287
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,nort3376,rive1266,ngir1248,ngir1250,ngom1276,abab1240,oldb1234,ngbe1239,ngen1255,unun9928,,,,,,,bodo1272
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,nort3376,rive1266,ngir1248,ngir1252,ngir1253,loba1240,,,,,,,,,,,loba1239
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,sout3185,wanj1243,,,,,,,,,,,,,,sang1330
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,nort3225,newg1239,east2761,rovi1239,hoav1239,,,,,,,,,,,kusa1251
utoa1244,sout3136,tara1326,,,,,,,,,,,,,,,,,,,,,huar1255
araw1281,sout3131,kamp1244,prea1240,asha1244,asha1241,asha1242,ashe1271,,,,,,,,,,,,,,,,ashe1272
aust1307,mala1545,east2712,ocea1241,micr1243,cent2276,west2844,pona1247,pona1248,,,,,,,,,,,,,,,pohn1238
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,rufi1235,ruvu1234,yaoi1234,,,,,,,,,,,,,,yaoo1241
aust1307,mala1545,east2712,ocea1241,west2818,papu1253,nucl1744,nort2848,aret1241,arei1235,,,,,,,,,,,,,,ubir1237
sino1245,kuki1245,zeme1241,nucl1313,,,,,,,,,,,,,,,,,,,,lian1251
nort2923,nort2924,main1282,tobe1251,,,,,,,,,,,,,,,,,,,,tobe1252
maya1287,core1254,yuca1252,yuca1253,,,,,,,,,,,,,,,,,,,,laca1243
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,rufi1235,ruvu1234,mako1254,,,,,,,,,,,,,,makw1236
aust1307,mala1545,east2712,ocea1241,sout3173,newc1243,loya1239,,,,,,,,,,,,,,,,,iaai1238
indo1319,clas1257,balt1263,slav1255,east1426,,,,,,,,,,,,,,,,,,,bela1254
atla1278,mela1257,temn1245,,,,,,,,,,,,,,,,,,,,,land1256
aust1307,mala1545,nort3238,caga1241,iban1268,gadd1245,,,,,,,,,,,,,,,,,,cent2084
sino1245,macr1275,baic1239,sout3254,,,,,,,,,,,,,,,,,,,,cent2004
aust1307,mala1545,east2712,ocea1241,nort3195,cent2269,mala1539,west2871,peri1262,sout3240,sout3197,,,,,,,,,,,,,sout2857
nilo1247,east2418,teso1247,lotu1248,lotu1249,lopi1244,,,,,,,,,,,,,,,,,,lopi1242
tupi1275,mawe1252,awet1245,tupi1276,sout3271,tupi1277,tupi1283,chir1295,,,,,,,,,,,,,,,,east2555
aust1307,mala1545,east2712,ocea1241,west2818,papu1253,nucl1744,nort2848,aret1241,taup1241,nucl1794,weda1242,,,,,,,,,,,,weda1241
sino1245,brah1260,kony1246,kony1249,,,,,,,,,,,,,,,,,,,,noct1238
ural1272,samo1298,enet1251,nene1251,,,,,,,,,,,,,,,,,,,,fore1274
aust1307,mala1545,nunu1252,pata1263,manu1263,,,,,,,,,,,,,,,,,,,manu1258
sino1245,bodi1256,bodi1257,oldm1245,tibe1276,late1253,cent2346,sout3216,kyir1235,gyal1235,,,,,,,,,,,,,,kyer1238
afro1255,chad1250,bium1280,sout3145,bium1274,,,,,,,,,,,,,,,,,,,mina1276
algi1248,algo1256,algo1257,cree1271,,,,,,,,,,,,,,,,,,,,atik1240
aust1307,mala1545,timo1265,east2894,kawa1289,,,,,,,,,,,,,,,,,,,naue1237
sino1245,mish1241,,,,,,,,,,,,,,,,,,,,,,idum1241
tuca1253,east2698,west2789,cube1243,yupu1234,siri1280,,,,,,,,,,,,,,,,,,desa1247
atla1278,volt1241,benu1247,bant1294,nort3168,dako1256,tara1325,,,,,,,,,,,,,,,,,samb1311
sino1245,kuki1245,anga1312,aoic1235,,,,,,,,,,,,,,,,,,,,sang1321
atla1278,volt1241,nort3149,came1255,samb1322,mumu1249,mumu1250,,,,,,,,,,,,,,,,,nucl1240
aust1307,mala1545,east2712,ocea1241,nort3195,cent2269,mala1539,east2753,cent2315,,,,,,,,,,,,,,,aulu1238
araw1281,japu1236,nucl1764,nort3362,piap1247,,,,,,,,,,,,,,,,,,,piap1246
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,nort3376,rive1266,ngir1248,ngir1252,ngir1254,boba1248,boba1249,,,,,,,,,,bolo1262
sali1255,inte1241,sout1559,kali1307,,,,,,,,,,,,,,,,,,,,kali1308
atla1278,volt1241,kwav1236,gada1257,,,,,,,,,,,,,,,,,,,,gaaa1244
aust1305,khmu1236,,,,,,,,,,,,,,,,,,,,,,mlab1235
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,west2968,nzad1235,lwer1234,ding1244,loan1238,kwil1238,kasa1251,moye1234,inte1264,west2969,nort3377,mber1262,tsit1235,leka1234,mber1257,,omba1241
araw1281,sout3131,kamp1244,prea1240,asha1244,asha1241,asha1242,ashe1271,,,,,,,,,,,,,,,,pich1237
aust1307,mala1545,nort3238,meso1254,sout3211,sout2907,west2550,,,,,,,,,,,,,,,,,pang1290
aust1307,mala1545,east2712,ocea1241,temo1244,reef1242,natu1250,,,,,,,,,,,,,,,,,nalo1235
peba1241,,,,,,,,,,,,,,,,,,,,,,,yagu1244
otom1299,west2783,otop1241,otop1242,otom1297,otom1300,nort3201,,,,,,,,,,,,,,,,,quer1236
nduu1242,nucl1642,mana1303,,,,,,,,,,,,,,,,,,,,,mana1298
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,mbam1254,mbam1252,nucl1802,bati1255,mbur1240,nucl1746,mmal1234,elip1240,,,,,,,,,,nugu1242
nyul1248,west2872,bard1254,,,,,,,,,,,,,,,,,,,,,bard1255
aust1307,mala1545,grea1284,pala1354,sout3165,molb1238,nucl1738,,,,,,,,,,,,,,,,,cent2091
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,nort3209,ruvu1235,,,,,,,,,,,,,,kagu1239
indo1319,anat1257,,,,,,,,,,,,,,,,,,,,,,hitt1242
aust1305,mund1335,nort3151,kher1245,mund1336,asur1255,,,,,,,,,,,,,,,,,,asur1254
koia1260,koia1261,koit1243,,,,,,,,,,,,,,,,,,,,,gras1249
aust1305,khas1273,pala1352,east2331,waic1245,wala1271,waaa1245,,,,,,,,,,,,,,,,,para1301
nyul1248,east2381,yawu1243,,,,,,,,,,,,,,,,,,,,,yawu1244
araw1281,sout3131,kamp1244,prea1240,asha1244,mats1245,,,,,,,,,,,,,,,,,,nant1250
sino1245,bodi1256,tibe1275,east2777,pith1234,darm1241,darm1242,zhan1241,,,,,,,,,,,,,,,,darm1243
pama1250,aran1266,aran1267,sout3384,aran1263,,,,,,,,,,,,,,,,,,,alya1239
turk1311,comm1245,kipc1239,sout2701,,,,,,,,,,,,,,,,,,,,kaza1248
indo1319,clas1257,indo1320,indo1321,midd1375,cont1248,indo1324,sind1278,sind1279,sind1282,,,,,,,,,,,,,,kach1277
pano1259,pano1256,main1279,pano1257,head1239,,,,,,,,,,,,,,,,,,,amah1246
afro1255,cush1243,east2699,lowl1267,sout3055,tran1283,dull1239,,,,,,,,,,,,,,,,,tsam1247
mixe1284,zoqu1261,chia1261,,,,,,,,,,,,,,,,,,,,,fran1266
aust1307,mala1545,east2712,ocea1241,admi1239,east2459,manu1262,east2460,kurt1251,,,,,,,,,,,,,,,kele1258
mand1469,west2780,mand1431,sout2842,mend1263,mend1264,band1351,,,,,,,,,,,,,,,,,zial1235
aust1307,mala1545,east2712,ocea1241,sout3173,newc1243,main1286,nort3325,nort3211,vohk1236,cemp1235,,,,,,,,,,,,,cemu1238
khoe1240,khoe1241,nonk1236,west2506,kxoe1242,,,,,,,,,,,,,,,,,,,kxoe1243
cent2225,sara1341,sbbo1237,nucl1719,sara1349,bagi1248,,,,,,,,,,,,,,,,,,keng1240
sino1245,kuki1245,kuki1246,peri1260,nort3179,siza1239,,,,,,,,,,,,,,,,,,siyi1240
sino1245,burm1265,lolo1265,lolo1267,nuso1234,,,,,,,,,,,,,,,,,,,zauz1238
chib1249,core1252,magd1236,nort3000,arhu1241,east2571,,,,,,,,,,,,,,,,,,arhu1242
utoa1244,sout3136,cora1261,cora1259,cora1260,,,,,,,,,,,,,,,,,,,elna1235
turk1311,bolg1249,,,,,,,,,,,,,,,,,,,,,,chuv1255
drav1251,sout3133,sout3138,tulu1261,tulu1263,,,,,,,,,,,,,,,,,,,tulu1258
pano1259,pano1256,main1279,pano1257,head1239,cash1254,,,,,,,,,,,,,,,,,,braz1248
pano1259,pano1256,main1279,pano1257,maru1251,,,,,,,,,,,,,,,,,,,maru1252
aust1307,mala1545,grea1284,mano1276,cent2255,sout2913,sara1347,,,,,,,,,,,,,,,,,sara1327
afro1255,cush1243,east2699,lowl1267,sout3055,main1283,omot1245,west2723,,,,,,,,,,,,,,,,arbo1245
aust1307,mala1545,east2712,ocea1241,admi1239,east2459,manu1262,east2460,kurt1251,,,,,,,,,,,,,,,kele1258
mand1469,west2780,mand1431,sout2842,mend1263,loma1259,,,,,,,,,,,,,,,,,,toma1245
indo1319,clas1257,indo1320,iran1269,cent2317,cent2318,nort3177,tati1243,gora1267,gura1251,,,,,,,,,,,,,,hawr1242
indo1319,clas1257,ital1284,lati1262,lati1263,impe1234,roma1334,ital1285,west2813,shif1234,nort3208,gall1280,oila1234,cent2283,macr1273,circ1240,,,,,,,,hait1244
tupi1275,mawe1252,awet1245,tupi1276,tupi1281,waya1271,zoee1241,,,,,,,,,,,,,,,,,emer1243
,,,,,,,,,,,,,,,,,,,,,,,savo1255
nakh1245,dagh1238,lezg1248,,,,,,,,,,,,,,,,,,,,,arch1244
aust1307,mala1545,nort3253,saba1285,sout3154,grea1294,muru1275,nort3186,lowl1273,,,,,,,,,,,,,,,timu1262
mata1289,mata1290,,,,,,,,,,,,,,,,,,,,,,maca1260
sino1245,burm1265,lolo1265,lolo1267,nili1235,liso1234,lipo1243,lipo1244,,,,,,,,,,,,,,,,lipo1242
afro1255,chad1250,west2785,west2714,west2799,west2715,bole1261,unun9876,,,,,,,,,,,,,,,,bure1242
,,,,,,,,,,,,,,,,,,,,,,,pura1257
,,,,,,,,,,,,,,,,,,,,,,,yele1255
utoa1244,sout3136,opat1247,,,,,,,,,,,,,,,,,,,,,eude1234
kore1284,,,,,,,,,,,,,,,,,,,,,,,kore1280
aust1307,mala1545,mala1536,nort3170,mala1538,nucl1806,vehi1234,east2743,,,,,,,,,,,,,,,,papu1250
atla1278,volt1241,kwav1236,kato1245,avat1243,nyan1316,,,,,,,,,,,,,,,,,,tafi1243
nucl1710,,,,,,,,,,,,,,,,,,,,,,,ofay1240
aust1307,mala1545,mala1536,nort3170,cham1327,cham1330,high1280,chru1238,nort3219,,,,,,,,,,,,,,,tsat1238
,,,,,,,,,,,,,,,,,,,,,,,sius1254
,,,,,,,,,,,,,,,,,,,,,,,kaki1249
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,grea1289,east2750,nyan1318,nort3227,,,,,,,,,,,,gusi1247
algi1248,algo1256,algo1257,cree1271,cree1272,,,,,,,,,,,,,,,,,,,nort1552
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,sout3387,nucl1826,dims1234,soth1248,west2997,,,,,,,,,,,,kgal1244
indo1319,clas1257,germ1287,nort3152,west2793,nort3175,angl1264,angl1265,late1254,merc1242,macr1271,guin1259,cari1284,east2759,gull1242,gull1243,baha1261,,,,,,,baha1260
maya1287,core1254,west2865,kanj1261,chuj1249,,,,,,,,,,,,,,,,,,,tojo1241
aust1307,mala1545,east2712,ocea1241,sout2853,mala1485,mala1540,mala1542,nort2833,,,,,,,,,,,,,,,wala1266
aust1307,mala1545,east2712,ocea1241,cent2060,east2445,poly1242,nucl1485,nort3246,solo1260,cent2298,east2449,east2895,marq1246,,,,,,,,,,nort2845
japo1237,ryuk1243,ryuk1244,miya1259,cent2327,,,,,,,,,,,,,,,,,,,ogam1239
araw1281,sout3131,kamp1244,prea1240,asha1244,asha1241,asha1242,ashe1271,,,,,,,,,,,,,,,,ajyi1238
tang1340,,,,,,,,,,,,,,,,,,,,,,,lard1243
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,sout3387,shon1250,kala1405,,,,,,,,,,,,,,kala1384
sena1264,,,,,,,,,,,,,,,,,,,,,,,dera1245
toro1256,,,,,,,,,,,,,,,,,,,,,,,orya1242
atla1278,volt1241,benu1247,delt1251,obol1242,obol1244,,,,,,,,,,,,,,,,,,obol1243
indo1319,clas1257,indo1320,iran1269,saka1303,,,,,,,,,,,,,,,,,,,wakh1245
taik1256,kamt1241,daic1238,beic1239,ling1270,,,,,,,,,,,,,,,,,,,ling1262
tuuu1241,kwii1241,nuuu1241,,,,,,,,,,,,,,,,,,,,,nngg1234
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,nger1241,viti1243,sout2874,bibl1237,,,,,,,,,,,,,,lamo1244
ural1272,mans1269,nort3271,,,,,,,,,,,,,,,,,,,,,cent2322
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,sabi1248,,,,,,,,,,,,,,,,nsen1242
atla1278,volt1241,nort3149,gura1261,tief1243,,,,,,,,,,,,,,,,,,,tief1242
ural1272,mans1269,nort3271,,,,,,,,,,,,,,,,,,,,,mans1258
aust1307,mala1545,nort2829,nucl1463,ment1248,nias1241,,,,,,,,,,,,,,,,,,siku1242
nucl1709,mada1298,croi1234,grea1298,kowa1247,,,,,,,,,,,,,,,,,,,wask1241
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,nort3376,rive1266,ngir1248,ngir1252,ngir1254,libi1251,libi1242,,,,,,,,,,maba1270
,,,,,,,,,,,,,,,,,,,,,,,leco1242
aust1307,mala1545,east2712,ocea1241,west2818,papu1253,nucl1744,nort2848,aret1241,arei1235,boan1246,,,,,,,,,,,,,gapa1238
atla1278,volt1241,nort3149,came1255,uban1244,ngba1290,ngba1280,nucl1737,,,,,,,,,,,,,,,,yako1252
araw1281,cent2226,xing1249,,,,,,,,,,,,,,,,,,,,,yawa1261
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,kili1269,chag1248,chag1250,cent2286,,,,,,,,,,,,vunj1238
fura1235,,,,,,,,,,,,,,,,,,,,,,,furr1244
afro1255,chad1250,bium1280,nort3156,koto1267,jina1243,,,,,,,,,,,,,,,,,,jina1244
lowe1437,ramu1234,lowe1439,wagg1235,wata1252,,,,,,,,,,,,,,,,,,,wata1253
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,grea1289,grea1291,luyi1234,saam1284,saam1285,west2858,,,,,,,,,,saam1283
araw1281,negr1239,mapi1253,wapi1252,wapi1254,,,,,,,,,,,,,,,,,,,wapi1253
mong1349,mong1329,sout2705,shir1260,baoa1237,,,,,,,,,,,,,,,,,,,kang1281
aust1307,mala1545,east2712,ocea1241,nort3195,cent2269,ambr1240,,,,,,,,,,,,,,,,,lonw1238
nilo1247,east2418,teso1247,teso1248,,,,,,,,,,,,,,,,,,,,teso1249
pano1259,pano1256,main1279,pano1257,cham1314,ship1253,,,,,,,,,,,,,,,,,,ship1254
indo1319,clas1257,indo1320,indo1321,midd1375,dard1244,nucl1819,shin1270,west2860,palu1255,,,,,,,,,,,,,,phal1254
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,cent2274,giku1234,,,,,,,,,,,,,,kiku1240
pano1259,taca1255,taka1267,,,,,,,,,,,,,,,,,,,,,esee1248
aust1307,mala1545,timo1265,rote1234,west2955,deng1254,uabm1238,nort3357,,,,,,,,,,,,,,,,uabm1237
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,will1243,naka1266,,,,,,,,,,,,,,,,naka1262
aust1307,mala1545,nort3253,saba1285,sout3154,grea1294,,,,,,,,,,,,,,,,,,papa1268
sino1245,kuki1245,tang1335,sino1246,nucl1829,,,,,,,,,,,,,,,,,,,tang1336
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,nort3225,choi1242,east2760,sout3208,,,,,,,,,,,,sisi1250
aust1307,mala1545,east2712,ocea1241,cent2060,east2445,poly1242,nucl1485,,,,,,,,,,,,,,,,pile1238
indo1319,clas1257,germ1287,nort3152,west2793,macr1270,midd1347,mode1257,glob1241,,,,,,,,,,,,,,,dutc1256
araw1281,sout3131,kamp1244,prea1240,asha1244,asha1241,asha1242,,,,,,,,,,,,,,,,,asha1243
aust1307,mala1545,east2712,ocea1241,west2818,nort3206,nger1241,viti1243,,,,,,,,,,,,,,,,tami1290
afro1255,cush1243,east2699,lowl1267,saho1245,,,,,,,,,,,,,,,,,,,saho1246
aust1307,mala1545,east2712,ocea1241,temo1244,reef1242,,,,,,,,,,,,,,,,,,ayiw1239
,,,,,,,,,,,,,,,,,,,,,,,kuna1268
atha1245,atha1246,atha1247,nort3354,cord1235,beav1237,,,,,,,,,,,,,,,,,,beav1236
nakh1245,dagh1238,darg1242,sout3260,,,,,,,,,,,,,,,,,,,,kajt1238
sali1255,coas1325,cent2129,lush1251,,,,,,,,,,,,,,,,,,,,lush1252
nucl1709,kain1273,kain1274,gauw1235,gads1260,,,,,,,,,,,,,,,,,,,agar1252
,,,,,,,,,,,,,,,,,,,,,,,nara1262
aust1307,mala1545,east2712,ocea1241,nort3195,nort3205,torr1262,leme1240,,,,,,,,,,,,,,,,vera1241
atla1278,volt1241,benu1247,idom1262,etul1244,etul1246,nucl1732,,,,,,,,,,,,,,,,,idom1241
aust1307,mala1545,grea1284,cent2246,bisa1268,west2820,akla1240,,,,,,,,,,,,,,,,,akla1241
aust1305,asli1243,cent1987,nort2682,mani1290,mani1291,,,,,,,,,,,,,,,,,,tong1308
aust1305,mund1335,sora1255,,,,,,,,,,,,,,,,,,,,,pare1266
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,east2731,nort3203,nort3209,pare1274,pare1277,,,,,,,,,,,,,asut1235
aust1307,mala1545,mala1536,,,,,,,,,,,,,,,,,,,,,sund1252
aust1307,mala1545,sout2923,nort2894,mase1250,,,,,,,,,,,,,,,,,,,duri1242
indo1319,clas1257,tokh1241,,,,,,,,,,,,,,,,,,,,,tokh1242
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,cent2260,nort3376,inne1246,vieu1234,nkut1239,bush1251,,,,,,,,,,,,bush1247
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,bant1295,sawa1251,dual1244,dual1245,,,,,,,,,,,,,,dual1243
sino1245,kuki1245,kuki1246,peri1260,nort3179,siza1239,gang1271,,,,,,,,,,,,,,,,,gang1266
pama1250,ngar1290,sout2766,ngar1291,,,,,,,,,,,,,,,,,,,,waga1260
chib1249,core1252,voti1248,,,,,,,,,,,,,,,,,,,,,rama1270
afro1255,semi1276,west2786,cent2236,arab1394,arab1395,leva1239,,,,,,,,,,,,,,,,,nort3139
aust1305,khas1273,pala1352,east2331,khao1243,,,,,,,,,,,,,,,,,,,khan1274
sino1245,macr1275,baic1239,,,,,,,,,,,,,,,,,,,,,nort2724
atla1278,nort3146,cang1245,saaf1239,noon1244,,,,,,,,,,,,,,,,,,,noon1242
aust1307,mala1545,nort3238,caga1241,iban1268,gadd1245,,,,,,,,,,,,,,,,,,itaw1240
miwo1274,miwo1275,east2546,sier1249,,,,,,,,,,,,,,,,,,,,cent2140
nilo1247,west2493,dink1261,nuer1245,,,,,,,,,,,,,,,,,,,,nuer1246
mirn1241,guda1245,,,,,,,,,,,,,,,,,,,,,,ngar1283
hmon1336,mien1242,,,,,,,,,,,,,,,,,,,,,,biao1254
atla1278,volt1241,benu1247,bant1294,sout3152,narr1281,bant1295,maka1327,maka1323,mpoi1234,njem1234,,,,,,,,,,,,,koon1245
indo1319,clas1257,ital1284,sabe1249,,,,,,,,,,,,,,,,,,,,osca1245
sali1255,coas1325,tsam1241,inla1265,,,,,,,,,,,,,,,,,,,,uppe1439
sino1245,kuki1245,kuki1246,oldk1252,cent2411,,,,,,,,,,,,,,,,,,,chir1283
aust1307,mala1545,east2712,ocea1241,nort3195,cent2269,mala1539,west2871,peri1262,nind1243,,,,,,,,,,,,,,nati1244
yawa1259,,,,,,,,,,,,,,,,,,,,,,,nucl1454
aust1307,mala1545,nort2829,,,,,,,,,,,,,,,,,,,,,gayo1244
sino1245,brah1260,bodo1279,boro1284,tiwa1256,bodo1280,,,,,,,,,,,,,,,,,,bodo1269
aust1307,mala1545,east2712,ocea1241,sout2853,guad1241,nucl1470,nort2832,,,,,,,,,,,,,,,,ghar1239
nilo1247,west2493,lwoo1234,nort2814,,,,,,,,,,,,,,,,,,,,bela1256
nakh1245,dagh1238,avar1255,tsez1239,east2368,,,,,,,,,,,,,,,,,,,bezh1248
aust1307,mala1545,east2712,ocea1241,west2818,meso1253,newi1242,stge1234,nort3225,sant1458,cent2063,,,,,,,,,,,,,koko1269
surm1244,sout2836,sout2838,didi1256,,,,,,,,,,,,,,,,,,,,tenn1246
atla1278,volt1241,nort3149,gura1261,tusi1238,,,,,,,,,,,,,,,,,,,sout2797
atha1245,atha1246,atha1247,apac1239,sout3151,west2810,,,,,,,,,,,,,,,,,,mesc1238
aust1307,mala1545,east2712,ocea1241,sout3173,sout2868,tann1242,sout3195,,,,,,,,,,,,,,,,kwam1252
cent2225,sara1341,sbbo1237,nucl1719,sara1349,bagi1248,,,,,,,,,,,,,,,,,,bagi1246
